	ligand	receptor	annotation	pathway
THBS4|SDC4	THBS4	SDC4	ECM-Receptor	THBS
THPO|MPL	THPO	MPL	Secreted	THPO
THY1|ADGRE2	THY1	ADGRE2	Cell-Cell Contact	ADGRE
THY1|ADGRE5	THY1	ADGRE5	Cell-Cell Contact	ADGRE
THY1|ITGAM_ITGB2	THY1	ITGAM_ITGB2	Cell-Cell Contact	THY1
THY1|ITGAX_ITGB2	THY1	ITGAX_ITGB2	Cell-Cell Contact	THY1
TIGIT|NECTIN2	TIGIT	NECTIN2	Cell-Cell Contact	TIGIT
TIGIT|PVR	TIGIT	PVR	Cell-Cell Contact	TIGIT
TNC|ITGA8_ITGB1	TNC	ITGA8_ITGB1	ECM-Receptor	TENASCIN
TNC|ITGA9_ITGB1	TNC	ITGA9_ITGB1	ECM-Receptor	TENASCIN
TNC|ITGAV_ITGB6	TNC	ITGAV_ITGB6	ECM-Receptor	TENASCIN
TNC|SDC1	TNC	SDC1	ECM-Receptor	TENASCIN
TNC|SDC4	TNC	SDC4	ECM-Receptor	TENASCIN
TNF|TNFRSF1A	TNF	TNFRSF1A	Secreted	TNF
TNF|TNFRSF1B	TNF	TNFRSF1B	Secreted	TNF
TNFSF10|TNFRSF10A	TNFSF10	TNFRSF10A	Secreted	TRAIL
TNFSF11|TNFRSF11A	TNFSF11	TNFRSF11A	Secreted	RANKL
TNFSF11|TNFRSF11B	TNFSF11	TNFRSF11B	Secreted	RANKL
TNFSF12|TNFRSF12A	TNFSF12	TNFRSF12A	Secreted	TWEAK
TNFSF13|TNFRSF13B	TNFSF13	TNFRSF13B	Secreted	APRIL
TNFSF13|TNFRSF17	TNFSF13	TNFRSF17	Secreted	APRIL
TNFSF13B|TNFRSF13B	TNFSF13B	TNFRSF13B	Secreted	BAFF
TNFSF13B|TNFRSF13C	TNFSF13B	TNFRSF13C	Secreted	BAFF
TNFSF13B|TNFRSF17	TNFSF13B	TNFRSF17	Secreted	BAFF
TNFSF14|LTBR	TNFSF14	LTBR	Secreted	LIGHT
TNFSF14|TNFRSF14	TNFSF14	TNFRSF14	Secreted	LIGHT
TNFSF15|TNFRSF25	TNFSF15	TNFRSF25	Secreted	VEGI
TNFSF18|TNFRSF18	TNFSF18	TNFRSF18	Secreted	GITRL
TNFSF4|TNFRSF4	TNFSF4	TNFRSF4	Secreted	OX40
TNFSF8|TNFRSF8	TNFSF8	TNFRSF8	Secreted	CD30
TNFSF9|TNFRSF9	TNFSF9	TNFRSF9	Secreted	CD137
TNN|ITGA8_ITGB1	TNN	ITGA8_ITGB1	ECM-Receptor	TENASCIN
TNN|ITGA9_ITGB1	TNN	ITGA9_ITGB1	ECM-Receptor	TENASCIN
TNN|ITGAV_ITGB6	TNN	ITGAV_ITGB6	ECM-Receptor	TENASCIN
TNN|SDC1	TNN	SDC1	ECM-Receptor	TENASCIN
TNN|SDC4	TNN	SDC4	ECM-Receptor	TENASCIN
TNR|ITGA8_ITGB1	TNR	ITGA8_ITGB1	ECM-Receptor	TENASCIN
TNR|ITGA9_ITGB1	TNR	ITGA9_ITGB1	ECM-Receptor	TENASCIN
TNR|ITGAV_ITGB6	TNR	ITGAV_ITGB6	ECM-Receptor	TENASCIN
TNR|SDC1	TNR	SDC1	ECM-Receptor	TENASCIN
TNR|SDC4	TNR	SDC4	ECM-Receptor	TENASCIN
TNXB|ITGA8_ITGB1	TNXB	ITGA8_ITGB1	ECM-Receptor	TENASCIN
TNXB|ITGA9_ITGB1	TNXB	ITGA9_ITGB1	ECM-Receptor	TENASCIN
TNXB|ITGAV_ITGB6	TNXB	ITGAV_ITGB6	ECM-Receptor	TENASCIN
TNXB|SDC1	TNXB	SDC1	ECM-Receptor	TENASCIN
TNXB|SDC4	TNXB	SDC4	ECM-Receptor	TENASCIN
TSHB|TSHR	TSHB	TSHR	Secreted	TSH
TSHB_CGA|TSHR	TSHB_CGA	TSHR	Non-protein Signaling	TSH
TSLP|CRLF2_IL7R	TSLP	CRLF2_IL7R	Secreted	IL2
TUB|MERTK	TUB	MERTK	Secreted	TULP
TULP1|AXL	TULP1	AXL	Secreted	TULP
TULP1|MERTK	TULP1	MERTK	Secreted	TULP
TULP1|TYRO3	TULP1	TYRO3	Secreted	TULP
TULP2|TYRO3	TULP2	TYRO3	Secreted	TULP
UBASH3B|ESR1	UBASH3B	ESR1	Non-protein Signaling	DHEA
UBASH3B|NR1I2	UBASH3B	NR1I2	Non-protein Signaling	DHEA
UBASH3B|PPARA	UBASH3B	PPARA	Non-protein Signaling	DHEA
UCN|CRHR1	UCN	CRHR1	Secreted	UCN
UCN|CRHR2	UCN	CRHR2	Secreted	UCN
UCN2|CRHR1	UCN2	CRHR1	Secreted	UCN
UCN2|CRHR2	UCN2	CRHR2	Secreted	UCN
UCN3|CRHR1	UCN3	CRHR1	Secreted	UCN
UCN3|CRHR2	UCN3	CRHR2	Secreted	UCN
ULBP1|KLRK1	ULBP1	KLRK1	Cell-Cell Contact	MHC-I
ULBP1|KLRK1_HCST	ULBP1	KLRK1_HCST	Cell-Cell Contact	NKG2D
ULBP1|KLRK1_HCST	ULBP1	KLRK1_HCST	Secreted	MHC-I
ULBP2|KLRK1	ULBP2	KLRK1	Cell-Cell Contact	MHC-I
ULBP2|KLRK1_HCST	ULBP2	KLRK1_HCST	Secreted	MHC-I
ULBP3|KLRK1	ULBP3	KLRK1	Cell-Cell Contact	MHC-I
ULBP3|KLRK1_HCST	ULBP3	KLRK1_HCST	Secreted	MHC-I
UNC5A|ADGRL3	UNC5A	ADGRL3	Cell-Cell Contact	ADGRL
UTS2|UTS2R	UTS2	UTS2R	Secreted	UTS2
UTS2B|SSTR5	UTS2B	SSTR5	Secreted	UROTENSIN
UTS2B|UTS2R	UTS2B	UTS2R	Secreted	UROTENSIN
VCAM1|ITGAD_ITGB2	VCAM1	ITGAD_ITGB2	Cell-Cell Contact	
VEGFA|FLT1	VEGFA	FLT1	Secreted	VEGF
VEGFA|FLT1_KDR	VEGFA	FLT1_KDR	Secreted	VEGF
VEGFA|KDR	VEGFA	KDR	Secreted	VEGF
VEGFB|FLT1	VEGFB	FLT1	Secreted	VEGF
VEGFC|FLT4	VEGFC	FLT4	Secreted	VEGF
VEGFC|FLT4_KDR	VEGFC	FLT4_KDR	Secreted	VEGF
VEGFC|KDR	VEGFC	KDR	Secreted	VEGF
VEGFD|FLT4	VEGFD	FLT4	Secreted	VEGF
VEGFD|FLT4_KDR	VEGFD	FLT4_KDR	Secreted	VEGF
VEGFD|KDR	VEGFD	KDR	Secreted	VEGF
VIP|SCTR	VIP	SCTR	Secreted	VIP
VIP|VIPR1	VIP	VIPR1	Secreted	VIP
VIP|VIPR2	VIP	VIPR2	Secreted	VIP
VSIR|IGSF11	VSIR	IGSF11	Cell-Cell Contact	VISTA
VTN|ITGA8_ITGB1	VTN	ITGA8_ITGB1	ECM-Receptor	VTN
VTN|ITGAV_ITGB1	VTN	ITGAV_ITGB1	ECM-Receptor	VTN
VTN|ITGAV_ITGB5	VTN	ITGAV_ITGB5	ECM-Receptor	VTN
VTN|ITGAV_ITGB8	VTN	ITGAV_ITGB8	ECM-Receptor	VTN
VTN|PLAUR	VTN	PLAUR	ECM-Receptor	VTN
VWF|GP5_GP1BA_GP1BB_GP9	VWF	GP5_GP1BA_GP1BB_GP9	ECM-Receptor	VWF
WNT1|FZD10_LRP5	WNT1	FZD10_LRP5	Secreted	WNT
WNT1|FZD10_LRP6	WNT1	FZD10_LRP6	Secreted	WNT
WNT1|FZD1_LRP5	WNT1	FZD1_LRP5	Secreted	WNT
WNT1|FZD1_LRP6	WNT1	FZD1_LRP6	Secreted	WNT
WNT1|FZD2_LRP5	WNT1	FZD2_LRP5	Secreted	WNT
WNT1|FZD2_LRP6	WNT1	FZD2_LRP6	Secreted	WNT
WNT1|FZD3_LRP6	WNT1	FZD3_LRP6	Secreted	WNT
WNT1|FZD4_LRP5	WNT1	FZD4_LRP5	Secreted	WNT
WNT1|FZD4_LRP6	WNT1	FZD4_LRP6	Secreted	WNT
WNT1|FZD5_LRP5	WNT1	FZD5_LRP5	Secreted	WNT
WNT1|FZD5_LRP6	WNT1	FZD5_LRP6	Secreted	WNT
WNT1|FZD6_LRP5	WNT1	FZD6_LRP5	Secreted	WNT
WNT1|FZD6_LRP6	WNT1	FZD6_LRP6	Secreted	WNT
WNT1|FZD7_LRP6	WNT1	FZD7_LRP6	Secreted	WNT
WNT1|FZD8_LRP5	WNT1	FZD8_LRP5	Secreted	WNT
WNT1|FZD8_LRP6	WNT1	FZD8_LRP6	Secreted	WNT
WNT1|FZD9_LRP5	WNT1	FZD9_LRP5	Secreted	WNT
WNT1|FZD9_LRP6	WNT1	FZD9_LRP6	Secreted	WNT
WNT1|LRP5_FZD3	WNT1	LRP5_FZD3	Secreted	WNT
WNT1|LRP5_FZD7	WNT1	LRP5_FZD7	Secreted	WNT
WNT10A|FZD10_LRP5	WNT10A	FZD10_LRP5	Secreted	WNT
WNT10A|FZD10_LRP6	WNT10A	FZD10_LRP6	Secreted	WNT
WNT10A|FZD1_LRP5	WNT10A	FZD1_LRP5	Secreted	WNT
WNT10A|FZD1_LRP6	WNT10A	FZD1_LRP6	Secreted	WNT
WNT10A|FZD2_LRP5	WNT10A	FZD2_LRP5	Secreted	WNT
WNT10A|FZD2_LRP6	WNT10A	FZD2_LRP6	Secreted	WNT
WNT10A|FZD3_LRP6	WNT10A	FZD3_LRP6	Secreted	WNT
WNT10A|FZD4_LRP5	WNT10A	FZD4_LRP5	Secreted	WNT
WNT10A|FZD4_LRP6	WNT10A	FZD4_LRP6	Secreted	WNT
WNT10A|FZD5_LRP5	WNT10A	FZD5_LRP5	Secreted	WNT
WNT10A|FZD5_LRP6	WNT10A	FZD5_LRP6	Secreted	WNT
WNT10A|FZD6_LRP5	WNT10A	FZD6_LRP5	Secreted	WNT
WNT10A|FZD6_LRP6	WNT10A	FZD6_LRP6	Secreted	WNT
WNT10A|FZD7_LRP6	WNT10A	FZD7_LRP6	Secreted	WNT
WNT10A|FZD8_LRP5	WNT10A	FZD8_LRP5	Secreted	WNT
WNT10A|FZD8_LRP6	WNT10A	FZD8_LRP6	Secreted	WNT
WNT10A|FZD9_LRP5	WNT10A	FZD9_LRP5	Secreted	WNT
WNT10A|FZD9_LRP6	WNT10A	FZD9_LRP6	Secreted	WNT
WNT10A|LRP5_FZD3	WNT10A	LRP5_FZD3	Secreted	WNT
WNT10A|LRP5_FZD7	WNT10A	LRP5_FZD7	Secreted	WNT
WNT10B|FZD10_LRP5	WNT10B	FZD10_LRP5	Secreted	WNT
WNT10B|FZD10_LRP6	WNT10B	FZD10_LRP6	Secreted	WNT
WNT10B|FZD1_LRP5	WNT10B	FZD1_LRP5	Secreted	WNT
WNT10B|FZD1_LRP6	WNT10B	FZD1_LRP6	Secreted	WNT
WNT10B|FZD2_LRP5	WNT10B	FZD2_LRP5	Secreted	WNT
WNT10B|FZD2_LRP6	WNT10B	FZD2_LRP6	Secreted	WNT
WNT10B|FZD3_LRP6	WNT10B	FZD3_LRP6	Secreted	WNT
WNT10B|FZD4_LRP5	WNT10B	FZD4_LRP5	Secreted	WNT
WNT10B|FZD4_LRP6	WNT10B	FZD4_LRP6	Secreted	WNT
WNT10B|FZD5_LRP5	WNT10B	FZD5_LRP5	Secreted	WNT
WNT10B|FZD5_LRP6	WNT10B	FZD5_LRP6	Secreted	WNT
WNT10B|FZD6_LRP5	WNT10B	FZD6_LRP5	Secreted	WNT
WNT10B|FZD6_LRP6	WNT10B	FZD6_LRP6	Secreted	WNT
WNT10B|FZD7_LRP6	WNT10B	FZD7_LRP6	Secreted	WNT
WNT10B|FZD8_LRP5	WNT10B	FZD8_LRP5	Secreted	WNT
WNT10B|FZD8_LRP6	WNT10B	FZD8_LRP6	Secreted	WNT
WNT10B|FZD9_LRP5	WNT10B	FZD9_LRP5	Secreted	WNT
WNT10B|FZD9_LRP6	WNT10B	FZD9_LRP6	Secreted	WNT
WNT10B|LRP5_FZD3	WNT10B	LRP5_FZD3	Secreted	WNT
WNT10B|LRP5_FZD7	WNT10B	LRP5_FZD7	Secreted	WNT
WNT11|FZD1	WNT11	FZD1	Secreted	ncWNT
WNT11|FZD10	WNT11	FZD10	Secreted	ncWNT
WNT11|FZD2	WNT11	FZD2	Secreted	ncWNT
WNT11|FZD3	WNT11	FZD3	Secreted	ncWNT
WNT11|FZD4	WNT11	FZD4	Secreted	ncWNT
WNT11|FZD5	WNT11	FZD5	Secreted	ncWNT
WNT11|FZD6	WNT11	FZD6	Secreted	ncWNT
WNT11|FZD7	WNT11	FZD7	Secreted	ncWNT
WNT11|FZD8	WNT11	FZD8	Secreted	ncWNT
WNT11|FZD9	WNT11	FZD9	Secreted	ncWNT
WNT16|FZD10_LRP5	WNT16	FZD10_LRP5	Secreted	WNT
WNT16|FZD10_LRP6	WNT16	FZD10_LRP6	Secreted	WNT
WNT16|FZD1_LRP5	WNT16	FZD1_LRP5	Secreted	WNT
WNT16|FZD1_LRP6	WNT16	FZD1_LRP6	Secreted	WNT
WNT16|FZD2_LRP5	WNT16	FZD2_LRP5	Secreted	WNT
WNT16|FZD2_LRP6	WNT16	FZD2_LRP6	Secreted	WNT
WNT16|FZD3_LRP6	WNT16	FZD3_LRP6	Secreted	WNT
WNT16|FZD4_LRP5	WNT16	FZD4_LRP5	Secreted	WNT
WNT16|FZD4_LRP6	WNT16	FZD4_LRP6	Secreted	WNT
WNT16|FZD5_LRP5	WNT16	FZD5_LRP5	Secreted	WNT
WNT16|FZD5_LRP6	WNT16	FZD5_LRP6	Secreted	WNT
WNT16|FZD6_LRP5	WNT16	FZD6_LRP5	Secreted	WNT
WNT16|FZD6_LRP6	WNT16	FZD6_LRP6	Secreted	WNT
WNT16|FZD7_LRP6	WNT16	FZD7_LRP6	Secreted	WNT
WNT16|FZD8_LRP5	WNT16	FZD8_LRP5	Secreted	WNT
WNT16|FZD8_LRP6	WNT16	FZD8_LRP6	Secreted	WNT
WNT16|FZD9_LRP5	WNT16	FZD9_LRP5	Secreted	WNT
WNT16|FZD9_LRP6	WNT16	FZD9_LRP6	Secreted	WNT
WNT16|LRP5_FZD3	WNT16	LRP5_FZD3	Secreted	WNT
WNT16|LRP5_FZD7	WNT16	LRP5_FZD7	Secreted	WNT
WNT2|FZD10_LRP5	WNT2	FZD10_LRP5	Secreted	WNT
WNT2|FZD10_LRP6	WNT2	FZD10_LRP6	Secreted	WNT
WNT2|FZD1_LRP5	WNT2	FZD1_LRP5	Secreted	WNT
WNT2|FZD1_LRP6	WNT2	FZD1_LRP6	Secreted	WNT
WNT2|FZD2_LRP5	WNT2	FZD2_LRP5	Secreted	WNT
WNT2|FZD2_LRP6	WNT2	FZD2_LRP6	Secreted	WNT
WNT2|FZD3_LRP6	WNT2	FZD3_LRP6	Secreted	WNT
WNT2|FZD4_LRP5	WNT2	FZD4_LRP5	Secreted	WNT
WNT2|FZD4_LRP6	WNT2	FZD4_LRP6	Secreted	WNT
WNT2|FZD5_LRP5	WNT2	FZD5_LRP5	Secreted	WNT
WNT2|FZD5_LRP6	WNT2	FZD5_LRP6	Secreted	WNT
WNT2|FZD6_LRP5	WNT2	FZD6_LRP5	Secreted	WNT
WNT2|FZD6_LRP6	WNT2	FZD6_LRP6	Secreted	WNT
WNT2|FZD7_LRP6	WNT2	FZD7_LRP6	Secreted	WNT
WNT2|FZD8_LRP5	WNT2	FZD8_LRP5	Secreted	WNT
WNT2|FZD8_LRP6	WNT2	FZD8_LRP6	Secreted	WNT
WNT2|FZD9_LRP5	WNT2	FZD9_LRP5	Secreted	WNT
WNT2|FZD9_LRP6	WNT2	FZD9_LRP6	Secreted	WNT
WNT2|LRP5_FZD3	WNT2	LRP5_FZD3	Secreted	WNT
WNT2|LRP5_FZD7	WNT2	LRP5_FZD7	Secreted	WNT
WNT2B|FZD10_LRP5	WNT2B	FZD10_LRP5	Secreted	WNT
WNT2B|FZD10_LRP6	WNT2B	FZD10_LRP6	Secreted	WNT
WNT2B|FZD1_LRP5	WNT2B	FZD1_LRP5	Secreted	WNT
WNT2B|FZD1_LRP6	WNT2B	FZD1_LRP6	Secreted	WNT
WNT2B|FZD2_LRP5	WNT2B	FZD2_LRP5	Secreted	WNT
WNT2B|FZD2_LRP6	WNT2B	FZD2_LRP6	Secreted	WNT
WNT2B|FZD3_LRP6	WNT2B	FZD3_LRP6	Secreted	WNT
WNT2B|FZD4_LRP5	WNT2B	FZD4_LRP5	Secreted	WNT
WNT2B|FZD4_LRP6	WNT2B	FZD4_LRP6	Secreted	WNT
WNT2B|FZD5_LRP5	WNT2B	FZD5_LRP5	Secreted	WNT
WNT2B|FZD5_LRP6	WNT2B	FZD5_LRP6	Secreted	WNT
WNT2B|FZD6_LRP5	WNT2B	FZD6_LRP5	Secreted	WNT
WNT2B|FZD6_LRP6	WNT2B	FZD6_LRP6	Secreted	WNT
WNT2B|FZD7_LRP6	WNT2B	FZD7_LRP6	Secreted	WNT
WNT2B|FZD8_LRP5	WNT2B	FZD8_LRP5	Secreted	WNT
WNT2B|FZD8_LRP6	WNT2B	FZD8_LRP6	Secreted	WNT
WNT2B|FZD9_LRP5	WNT2B	FZD9_LRP5	Secreted	WNT
WNT2B|FZD9_LRP6	WNT2B	FZD9_LRP6	Secreted	WNT
WNT2B|LRP5_FZD3	WNT2B	LRP5_FZD3	Secreted	WNT
WNT2B|LRP5_FZD7	WNT2B	LRP5_FZD7	Secreted	WNT
WNT3|FZD10_LRP5	WNT3	FZD10_LRP5	Secreted	WNT
WNT3|FZD10_LRP6	WNT3	FZD10_LRP6	Secreted	WNT
WNT3|FZD1_LRP5	WNT3	FZD1_LRP5	Secreted	WNT
WNT3|FZD1_LRP6	WNT3	FZD1_LRP6	Secreted	WNT
WNT3|FZD2_LRP5	WNT3	FZD2_LRP5	Secreted	WNT
WNT3|FZD2_LRP6	WNT3	FZD2_LRP6	Secreted	WNT
WNT3|FZD3_LRP6	WNT3	FZD3_LRP6	Secreted	WNT
WNT3|FZD4_LRP5	WNT3	FZD4_LRP5	Secreted	WNT
WNT3|FZD4_LRP6	WNT3	FZD4_LRP6	Secreted	WNT
WNT3|FZD5_LRP5	WNT3	FZD5_LRP5	Secreted	WNT
WNT3|FZD5_LRP6	WNT3	FZD5_LRP6	Secreted	WNT
WNT3|FZD6_LRP5	WNT3	FZD6_LRP5	Secreted	WNT
WNT3|FZD6_LRP6	WNT3	FZD6_LRP6	Secreted	WNT
WNT3|FZD7_LRP6	WNT3	FZD7_LRP6	Secreted	WNT
WNT3|FZD8_LRP5	WNT3	FZD8_LRP5	Secreted	WNT
WNT3|FZD8_LRP6	WNT3	FZD8_LRP6	Secreted	WNT
WNT3|FZD9_LRP5	WNT3	FZD9_LRP5	Secreted	WNT
WNT3|FZD9_LRP6	WNT3	FZD9_LRP6	Secreted	WNT
WNT3|LRP5_FZD3	WNT3	LRP5_FZD3	Secreted	WNT
WNT3|LRP5_FZD7	WNT3	LRP5_FZD7	Secreted	WNT
WNT3A|FZD10_LRP5	WNT3A	FZD10_LRP5	Secreted	WNT
WNT3A|FZD10_LRP6	WNT3A	FZD10_LRP6	Secreted	WNT
WNT3A|FZD1_LRP5	WNT3A	FZD1_LRP5	Secreted	WNT
WNT3A|FZD1_LRP6	WNT3A	FZD1_LRP6	Secreted	WNT
WNT3A|FZD2_LRP5	WNT3A	FZD2_LRP5	Secreted	WNT
WNT3A|FZD2_LRP6	WNT3A	FZD2_LRP6	Secreted	WNT
WNT3A|FZD3_LRP6	WNT3A	FZD3_LRP6	Secreted	WNT
WNT3A|FZD4_LRP5	WNT3A	FZD4_LRP5	Secreted	WNT
WNT3A|FZD4_LRP6	WNT3A	FZD4_LRP6	Secreted	WNT
WNT3A|FZD5_LRP5	WNT3A	FZD5_LRP5	Secreted	WNT
WNT3A|FZD5_LRP6	WNT3A	FZD5_LRP6	Secreted	WNT
WNT3A|FZD6_LRP5	WNT3A	FZD6_LRP5	Secreted	WNT
WNT3A|FZD6_LRP6	WNT3A	FZD6_LRP6	Secreted	WNT
WNT3A|FZD7_LRP6	WNT3A	FZD7_LRP6	Secreted	WNT
WNT3A|FZD8_LRP5	WNT3A	FZD8_LRP5	Secreted	WNT
WNT3A|FZD8_LRP6	WNT3A	FZD8_LRP6	Secreted	WNT
WNT3A|FZD9_LRP5	WNT3A	FZD9_LRP5	Secreted	WNT
WNT3A|FZD9_LRP6	WNT3A	FZD9_LRP6	Secreted	WNT
WNT3A|LRP5_FZD3	WNT3A	LRP5_FZD3	Secreted	WNT
WNT3A|LRP5_FZD7	WNT3A	LRP5_FZD7	Secreted	WNT
WNT4|FZD10_LRP5	WNT4	FZD10_LRP5	Secreted	WNT
WNT4|FZD10_LRP6	WNT4	FZD10_LRP6	Secreted	WNT
WNT4|FZD1_LRP5	WNT4	FZD1_LRP5	Secreted	WNT
WNT4|FZD1_LRP6	WNT4	FZD1_LRP6	Secreted	WNT
WNT4|FZD2_LRP5	WNT4	FZD2_LRP5	Secreted	WNT
WNT4|FZD2_LRP6	WNT4	FZD2_LRP6	Secreted	WNT
WNT4|FZD3_LRP6	WNT4	FZD3_LRP6	Secreted	WNT
WNT4|FZD4_LRP5	WNT4	FZD4_LRP5	Secreted	WNT
WNT4|FZD4_LRP6	WNT4	FZD4_LRP6	Secreted	WNT
WNT4|FZD5_LRP5	WNT4	FZD5_LRP5	Secreted	WNT
WNT4|FZD5_LRP6	WNT4	FZD5_LRP6	Secreted	WNT
WNT4|FZD6_LRP5	WNT4	FZD6_LRP5	Secreted	WNT
WNT4|FZD6_LRP6	WNT4	FZD6_LRP6	Secreted	WNT
WNT4|FZD7_LRP6	WNT4	FZD7_LRP6	Secreted	WNT
WNT4|FZD8_LRP5	WNT4	FZD8_LRP5	Secreted	WNT
WNT4|FZD8_LRP6	WNT4	FZD8_LRP6	Secreted	WNT
WNT4|FZD9_LRP5	WNT4	FZD9_LRP5	Secreted	WNT
WNT4|FZD9_LRP6	WNT4	FZD9_LRP6	Secreted	WNT
WNT4|LRP5_FZD3	WNT4	LRP5_FZD3	Secreted	WNT
WNT4|LRP5_FZD7	WNT4	LRP5_FZD7	Secreted	WNT
WNT5A|FZD1	WNT5A	FZD1	Secreted	ncWNT
WNT5A|FZD10	WNT5A	FZD10	Secreted	ncWNT
WNT5A|FZD2	WNT5A	FZD2	Secreted	ncWNT
WNT5A|FZD3	WNT5A	FZD3	Secreted	ncWNT
WNT5A|FZD4	WNT5A	FZD4	Secreted	ncWNT
WNT5A|FZD5	WNT5A	FZD5	Secreted	ncWNT
WNT5A|FZD6	WNT5A	FZD6	Secreted	ncWNT
WNT5A|FZD7	WNT5A	FZD7	Secreted	ncWNT
WNT5A|FZD8	WNT5A	FZD8	Secreted	ncWNT
WNT5A|FZD9	WNT5A	FZD9	Secreted	ncWNT
WNT5A|MCAM	WNT5A	MCAM	Secreted	ncWNT
WNT5B|FZD1	WNT5B	FZD1	Secreted	ncWNT
WNT5B|FZD10	WNT5B	FZD10	Secreted	ncWNT
WNT5B|FZD2	WNT5B	FZD2	Secreted	ncWNT
WNT5B|FZD3	WNT5B	FZD3	Secreted	ncWNT
WNT5B|FZD4	WNT5B	FZD4	Secreted	ncWNT
WNT5B|FZD5	WNT5B	FZD5	Secreted	ncWNT
WNT5B|FZD6	WNT5B	FZD6	Secreted	ncWNT
WNT5B|FZD7	WNT5B	FZD7	Secreted	ncWNT
WNT5B|FZD8	WNT5B	FZD8	Secreted	ncWNT
WNT5B|FZD9	WNT5B	FZD9	Secreted	ncWNT
WNT6|FZD10_LRP5	WNT6	FZD10_LRP5	Secreted	WNT
WNT6|FZD10_LRP6	WNT6	FZD10_LRP6	Secreted	WNT
WNT6|FZD1_LRP5	WNT6	FZD1_LRP5	Secreted	WNT
WNT6|FZD1_LRP6	WNT6	FZD1_LRP6	Secreted	WNT
WNT6|FZD2_LRP5	WNT6	FZD2_LRP5	Secreted	WNT
WNT6|FZD2_LRP6	WNT6	FZD2_LRP6	Secreted	WNT
WNT6|FZD3_LRP6	WNT6	FZD3_LRP6	Secreted	WNT
WNT6|FZD4_LRP5	WNT6	FZD4_LRP5	Secreted	WNT
WNT6|FZD4_LRP6	WNT6	FZD4_LRP6	Secreted	WNT
WNT6|FZD5_LRP5	WNT6	FZD5_LRP5	Secreted	WNT
WNT6|FZD5_LRP6	WNT6	FZD5_LRP6	Secreted	WNT
WNT6|FZD6_LRP5	WNT6	FZD6_LRP5	Secreted	WNT
WNT6|FZD6_LRP6	WNT6	FZD6_LRP6	Secreted	WNT
WNT6|FZD7_LRP6	WNT6	FZD7_LRP6	Secreted	WNT
WNT6|FZD8_LRP5	WNT6	FZD8_LRP5	Secreted	WNT
WNT6|FZD8_LRP6	WNT6	FZD8_LRP6	Secreted	WNT
WNT6|FZD9_LRP5	WNT6	FZD9_LRP5	Secreted	WNT
WNT6|FZD9_LRP6	WNT6	FZD9_LRP6	Secreted	WNT
WNT6|LRP5_FZD3	WNT6	LRP5_FZD3	Secreted	WNT
WNT6|LRP5_FZD7	WNT6	LRP5_FZD7	Secreted	WNT
WNT7B|FZD10_LRP5	WNT7B	FZD10_LRP5	Secreted	WNT
WNT7B|FZD10_LRP6	WNT7B	FZD10_LRP6	Secreted	WNT
WNT7B|FZD1_LRP5	WNT7B	FZD1_LRP5	Secreted	WNT
WNT7B|FZD1_LRP6	WNT7B	FZD1_LRP6	Secreted	WNT
WNT7B|FZD2_LRP5	WNT7B	FZD2_LRP5	Secreted	WNT
WNT7B|FZD2_LRP6	WNT7B	FZD2_LRP6	Secreted	WNT
WNT7B|FZD3_LRP6	WNT7B	FZD3_LRP6	Secreted	WNT
WNT7B|FZD4_LRP5	WNT7B	FZD4_LRP5	Secreted	WNT
WNT7B|FZD4_LRP6	WNT7B	FZD4_LRP6	Secreted	WNT
WNT7B|FZD5_LRP5	WNT7B	FZD5_LRP5	Secreted	WNT
WNT7B|FZD5_LRP6	WNT7B	FZD5_LRP6	Secreted	WNT
WNT7B|FZD6_LRP5	WNT7B	FZD6_LRP5	Secreted	WNT
WNT7B|FZD6_LRP6	WNT7B	FZD6_LRP6	Secreted	WNT
WNT7B|FZD7_LRP6	WNT7B	FZD7_LRP6	Secreted	WNT
WNT7B|FZD8_LRP5	WNT7B	FZD8_LRP5	Secreted	WNT
WNT7B|FZD8_LRP6	WNT7B	FZD8_LRP6	Secreted	WNT
WNT7B|FZD9_LRP5	WNT7B	FZD9_LRP5	Secreted	WNT
WNT7B|FZD9_LRP6	WNT7B	FZD9_LRP6	Secreted	WNT
WNT7B|LRP5_FZD3	WNT7B	LRP5_FZD3	Secreted	WNT
WNT7B|LRP5_FZD7	WNT7B	LRP5_FZD7	Secreted	WNT
WNT8A|FZD10_LRP5	WNT8A	FZD10_LRP5	Secreted	WNT
WNT8A|FZD10_LRP6	WNT8A	FZD10_LRP6	Secreted	WNT
WNT8A|FZD1_LRP5	WNT8A	FZD1_LRP5	Secreted	WNT
WNT8A|FZD1_LRP6	WNT8A	FZD1_LRP6	Secreted	WNT
WNT8A|FZD2_LRP5	WNT8A	FZD2_LRP5	Secreted	WNT
WNT8A|FZD2_LRP6	WNT8A	FZD2_LRP6	Secreted	WNT
WNT8A|FZD3_LRP6	WNT8A	FZD3_LRP6	Secreted	WNT
WNT8A|FZD4_LRP5	WNT8A	FZD4_LRP5	Secreted	WNT
WNT8A|FZD4_LRP6	WNT8A	FZD4_LRP6	Secreted	WNT
WNT8A|FZD5_LRP5	WNT8A	FZD5_LRP5	Secreted	WNT
WNT8A|FZD5_LRP6	WNT8A	FZD5_LRP6	Secreted	WNT
WNT8A|FZD6_LRP5	WNT8A	FZD6_LRP5	Secreted	WNT
